Search Date,Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
2024-05-16,Norwegian Air Sweden,3516,København,2024-05-16T13:55:00,0,2024-05-16T14:50:00,London,115,kr. 612
2024-05-16,Norwegian Air Sweden,3524,København,2024-05-16T15:20:00,0,2024-05-16T16:15:00,London,115,kr. 612
2024-05-16,Ryanair,7383,København,2024-05-16T18:05:00,0,2024-05-16T18:55:00,London,110,kr. 464
2024-05-16,easyJet,6586,København,2024-05-16T20:05:00,0,2024-05-16T21:10:00,London,125,kr. 589
2024-05-16,Norwegian Air Sweden,3510,København,2024-05-16T07:55:00,0,2024-05-16T09:15:00,London,140,kr. 516
2024-05-16,Norwegian Air Sweden,3518,København,2024-05-16T17:25:00,0,2024-05-16T18:20:00,London,115,kr. 813
2024-05-16,Norwegian Air Sweden,3520,København,2024-05-16T19:25:00,0,2024-05-16T20:20:00,London,115,kr. 813
2024-05-16,Ryanair,7381,København,2024-05-16T11:30:00,0,2024-05-16T12:20:00,London,110,kr. 739
2024-05-16,Scandinavian Airlines,1501,København,2024-05-16T20:40:00,0,2024-05-16T21:40:00,London,120,kr. 1.118
2024-05-17,easyJet,8724,København,2024-05-17T21:35:00,0,2024-05-17T22:40:00,London,125,kr. 621
2024-05-17,Ryanair,7381,København,2024-05-17T15:35:00,0,2024-05-17T16:25:00,London,110,kr. 752
2024-05-17,Norwegian Air Sweden,3508,København,2024-05-17T06:50:00,0,2024-05-17T08:05:00,London,135,kr. 524
2024-05-17,Norwegian Air Sweden,3516,København,2024-05-17T13:55:00,0,2024-05-17T14:50:00,London,115,kr. 1.106
2024-05-17,Norwegian Air Sweden,3520,København,2024-05-17T19:00:00,0,2024-05-17T19:55:00,London,115,kr. 1.009
2024-05-17,Norwegian Air Sweden,3518,København,2024-05-17T17:25:00,0,2024-05-17T18:20:00,London,115,kr. 1.106
2024-05-17,Norwegian Air Sweden,3510,København,2024-05-17T07:55:00,0,2024-05-17T09:15:00,London,140,kr. 816
2024-05-17,Scandinavian Airlines,505,København,2024-05-17T15:00:00,0,2024-05-17T16:00:00,London,120,kr. 1.268
2024-05-17,Scandinavian Airlines,1517,København,2024-05-17T16:40:00,0,2024-05-17T17:40:00,London,120,kr. 1.268
2024-05-17,Scandinavian Airlines,1507,København,2024-05-17T18:30:00,0,2024-05-17T19:30:00,London,120,kr. 1.268
2024-05-18,Ryanair,7381,København,2024-05-18T11:55:00,0,2024-05-18T12:45:00,London,110,kr. 466
2024-05-18,Ryanair,7383,København,2024-05-18T17:35:00,0,2024-05-18T18:25:00,London,110,kr. 544
2024-05-18,Ryanair,2619,København,2024-05-18T09:05:00,0,2024-05-18T09:55:00,London,110,kr. 544
2024-05-18,easyJet,8720,København,2024-05-18T10:20:00,0,2024-05-18T11:20:00,London,120,kr. 773
2024-05-18,Norwegian Air Sweden,3516,København,2024-05-18T13:55:00,0,2024-05-18T14:50:00,London,115,kr. 907
2024-05-18,Norwegian Air Sweden,3510,København,2024-05-18T07:55:00,0,2024-05-18T09:15:00,London,140,kr. 716
2024-05-18,Scandinavian Airlines,503,København,2024-05-18T12:35:00,0,2024-05-18T13:35:00,London,120,kr. 1.546
2024-05-18,Scandinavian Airlines,505,København,2024-05-18T15:00:00,0,2024-05-18T16:00:00,London,120,kr. 1.546
2024-05-18,easyJet Europe,8720,København,2024-05-18T10:20:00,0,2024-05-18T11:20:00,London,120,kr. 801
2024-05-18,easyJet,1538,København,2024-05-18T12:10:00,1,2024-05-18T16:20:00,London,310,kr. 647
2024-05-19,Norwegian Air Sweden,3512,København,2024-05-19T11:00:00,0,2024-05-19T11:55:00,London,115,kr. 516
2024-05-19,easyJet,8720,København,2024-05-19T11:55:00,0,2024-05-19T12:50:00,London,115,kr. 484
2024-05-19,Norwegian Air Sweden,3514,København,2024-05-19T12:00:00,0,2024-05-19T12:55:00,London,115,kr. 612
2024-05-19,Norwegian Air Sweden,3516,København,2024-05-19T13:55:00,0,2024-05-19T14:50:00,London,115,kr. 717
2024-05-19,Norwegian Air Sweden,3510,København,2024-05-19T07:55:00,0,2024-05-19T09:15:00,London,140,kr. 411
2024-05-19,easyJet,8724,København,2024-05-19T21:30:00,0,2024-05-19T22:35:00,London,125,kr. 689
2024-05-19,Norwegian Air Sweden,3520,København,2024-05-19T19:25:00,0,2024-05-19T20:20:00,London,115,kr. 917
2024-05-19,Ryanair,7383,København,2024-05-19T21:20:00,0,2024-05-19T22:10:00,London,110,kr. 747
2024-05-19,Scandinavian Airlines,1501,København,2024-05-19T20:40:00,0,2024-05-19T21:40:00,London,120,kr. 1.118
2024-05-19,Scandinavian Airlines,1517,København,2024-05-19T16:40:00,0,2024-05-19T17:40:00,London,120,kr. 1.297
2024-05-21,Norwegian Air Sweden,3524,København,2024-05-21T15:25:00,0,2024-05-21T16:20:00,London,115,kr. 220
2024-05-21,Norwegian Air Sweden,3518,København,2024-05-21T17:25:00,0,2024-05-21T18:20:00,London,115,kr. 220
2024-05-21,Norwegian Air Sweden,3520,København,2024-05-21T19:25:00,0,2024-05-21T20:20:00,London,115,kr. 220
2024-05-21,Ryanair,7383,København,2024-05-21T22:45:00,0,2024-05-21T23:35:00,London,110,kr. 114
2024-05-21,Ryanair,2619,København,2024-05-21T06:45:00,0,2024-05-21T07:35:00,London,110,kr. 114
2024-05-21,Ryanair,7381,København,2024-05-21T14:40:00,0,2024-05-21T15:35:00,London,115,kr. 221
2024-05-21,Norwegian Air Sweden,3516,København,2024-05-21T13:55:00,0,2024-05-21T14:50:00,London,115,kr. 331
2024-05-21,easyJet,8722,København,2024-05-21T17:25:00,0,2024-05-21T18:30:00,London,125,kr. 321
2024-05-21,Norwegian Air Sweden,3510,København,2024-05-21T07:55:00,0,2024-05-21T09:15:00,London,140,kr. 283
2024-05-21,British Airways,821,København,2024-05-21T21:40:00,0,2024-05-21T22:40:00,London,120,kr. 674
2024-05-22,Ryanair,7381,København,2024-05-22T15:10:00,0,2024-05-22T16:00:00,London,110,kr. 99
2024-05-22,Ryanair,7383,København,2024-05-22T17:45:00,0,2024-05-22T18:35:00,London,110,kr. 102
2024-05-22,easyJet,8722,København,2024-05-22T16:55:00,0,2024-05-22T18:00:00,London,125,kr. 163
2024-05-22,easyJet,8724,København,2024-05-22T21:05:00,0,2024-05-22T22:10:00,London,125,kr. 142
2024-05-22,Norwegian Air Sweden,3520,København,2024-05-22T19:25:00,0,2024-05-22T20:20:00,London,115,kr. 221
2024-05-22,Ryanair,2619,København,2024-05-22T06:30:00,0,2024-05-22T07:20:00,London,110,kr. 99
2024-05-22,Norwegian Air Sweden,3524,København,2024-05-22T15:25:00,0,2024-05-22T16:20:00,London,115,kr. 275
2024-05-22,Norwegian Air Sweden,3518,København,2024-05-22T17:25:00,0,2024-05-22T18:20:00,London,115,kr. 275
2024-05-22,Norwegian Air Sweden,3516,København,2024-05-22T13:55:00,0,2024-05-22T14:50:00,London,115,kr. 333
2024-05-22,easyJet Europe,8722,København,2024-05-22T16:55:00,0,2024-05-22T18:00:00,London,125,kr. 168
2024-05-23,Ryanair,2619,København,2024-05-23T09:15:00,0,2024-05-23T10:05:00,London,110,kr. 99
2024-05-23,Ryanair,7381,København,2024-05-23T11:30:00,0,2024-05-23T12:20:00,London,110,kr. 150
2024-05-23,easyJet,6586,København,2024-05-23T20:05:00,0,2024-05-23T21:10:00,London,125,kr. 204
2024-05-23,Ryanair,7383,København,2024-05-23T18:05:00,0,2024-05-23T18:55:00,London,110,kr. 356
2024-05-23,Norwegian Air Sweden,3524,København,2024-05-23T15:20:00,0,2024-05-23T16:15:00,London,115,kr. 516
2024-05-23,Norwegian Air Sweden,3518,København,2024-05-23T17:25:00,0,2024-05-23T18:20:00,London,115,kr. 516
2024-05-23,Norwegian Air Sweden,3520,København,2024-05-23T19:25:00,0,2024-05-23T20:20:00,London,115,kr. 516
2024-05-23,Norwegian Air Sweden,3516,København,2024-05-23T13:55:00,0,2024-05-23T14:50:00,London,115,kr. 816
2024-05-23,Scandinavian Airlines,1501,København,2024-05-23T20:40:00,0,2024-05-23T21:40:00,London,120,kr. 911
2024-05-23,Norwegian Air Sweden,3510,København,2024-05-23T07:55:00,0,2024-05-23T09:15:00,London,140,kr. 816
